,text,favorited,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,retweeted,longitude,latitude
226,That is a true story. There might have been tequila involved. Most of my finer moments do.,FALSE,NA,8/9/2013 2:25,FALSE,NA,3.6566E+17,NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",katdejour,0,FALSE,NA,NA
227,drews dad said he's giving me 21 shots of tequila for my birthday next week. Haha,FALSE,NA,8/9/2013 2:25,FALSE,NA,3.6566E+17,NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",SheezyShelly,0,FALSE,NA,NA
228,@BellaxLuna ohh Jesus you just love that tequila! It's not even all that,FALSE,BellaxLuna,8/9/2013 2:25,FALSE,3.65659E+17,3.6566E+17,178120324,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",daKidE12,0,FALSE,NA,NA
229,@tha_tallguy Go sleep lool,FALSE,tha_tallguy,8/9/2013 2:25,FALSE,3.6566E+17,3.6566E+17,537697397,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",tequila_lipz,0,FALSE,NA,NA
230,"RT @kait_alizabeth: ""the problem is estrogen"" ""no the problem is tequila""",FALSE,NA,8/9/2013 2:25,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ChilsonKaitlyn,2,FALSE,NA,NA
231,@catiewhite @moM0n3Ymo5WAG fights with Noel on tequila Monday,FALSE,catiewhite,8/9/2013 2:25,FALSE,3.6566E+17,3.6566E+17,555562610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bramosday3,1,FALSE,NA,NA
232,RT @J0hnnyBlaze: Tequila is Spanish for naked,FALSE,NA,8/9/2013 2:25,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CassieLovelyyy_,63,FALSE,NA,NA
233,RT @_DannyTosh_: Oh hey there Tequila! Catch ya later dignity.,FALSE,NA,8/9/2013 2:25,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",princesskalynn,17,FALSE,NA,NA
234,RT @AntiJokeTyrone: Why did the Mexican throw his wife off a cliff? Tequila.,FALSE,NA,8/9/2013 2:25,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CoRyN51,117,FALSE,NA,NA
235,@Smokeyo101 looool ...,FALSE,Smokeyo101,8/9/2013 2:25,FALSE,3.6566E+17,3.6566E+17,236027914,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",tequila_lipz,0,FALSE,NA,NA
236,Margaritas saved my night. Hooray for tequila!,FALSE,NA,8/9/2013 2:25,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JacklikesCrack,0,FALSE,NA,NA
237,¿Tienes sed? @NBCLatino's got a weekend cocktail blending Dominican sensibility and #Mexican tequila: http://t.co/yGudKadb7m,FALSE,NA,8/9/2013 2:25,FALSE,NA,3.6566E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",teatrovivotx,0,FALSE,NA,NA
238,"More tequila, more love, more everything, more is better.",FALSE,NA,8/9/2013 2:25,FALSE,NA,3.6566E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",quiquegam,1,FALSE,NA,NA
239,@J0hnnyBlaze tequila makes her clothes fall off.,FALSE,J0hnnyBlaze,8/9/2013 2:24,FALSE,3.65633E+17,3.6566E+17,32591082,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",_ayeeitsalyssa,0,FALSE,NA,NA
240,( ._.) RT @Mss_CadBury: :| But.. RT @Naz_LYT: Still can't get to mute Riana nor Sherricea. (._. ) kinda thing this?,FALSE,NA,8/9/2013 2:24,FALSE,NA,3.6566E+17,NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",tequila_lipz,0,FALSE,NA,NA
241,Apparently @wopness_monster and tequila do not mix well together,FALSE,NA,8/9/2013 2:24,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shhhmiller,0,FALSE,NA,NA
242,Tequila is fucking disgusting!,FALSE,NA,8/9/2013 2:24,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hockeyrwe,0,FALSE,NA,NA
243,@tequila_lipz lol some kentucky sumn smh lool,FALSE,tequila_lipz,8/9/2013 2:24,FALSE,3.65659E+17,3.6566E+17,345101119,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",Smokeyo101,0,FALSE,NA,NA
244,@rikerR5 hey! I hope your not drinking any tequila mister......,FALSE,rikerR5,8/9/2013 2:24,FALSE,3.60222E+17,3.6566E+17,17951326,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",kieraR5,0,FALSE,NA,NA
245,Tequila &amp; Wine - Jonah's Road http://t.co/zKRvWzTrHP #nowplaying #listenlive,FALSE,NA,8/9/2013 2:24,FALSE,NA,3.6566E+17,NA,"<a href=""http://www.securenetsystems.net"" rel=""nofollow"">Securenet Systems Radio Playlist Update</a>",countryradiocom,0,FALSE,NA,NA
246,RT @rikerR5: It's National Tequila Day..?,FALSE,NA,8/9/2013 2:24,FALSE,NA,3.6566E+17,NA,web,musicloverR5er,402,FALSE,NA,NA
247,@greys_baby OMG YASS! &amp; tequila too!,FALSE,greys_baby,8/9/2013 2:24,FALSE,3.65659E+17,3.6566E+17,907567320,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",apes_danielle,0,FALSE,NA,NA
248,RT @AntiJokeTyrone: Why did the Mexican throw his wife off a cliff? Tequila.,FALSE,NA,8/9/2013 2:24,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mitchelldalton6,117,FALSE,NA,NA
249,@0karlam i did hear that if you add tamarindo and tequila the effects will last longer,FALSE,0karlam,8/9/2013 2:24,FALSE,3.65659E+17,3.6566E+17,191242364,web,jessie_not_hero,0,FALSE,NA,NA
250,"hey @adamlevine I'm a sucker for margaritas, so you don't have to have a diamond ready for me tomorrow night, tequila will do. #marryme",FALSE,NA,8/9/2013 2:24,FALSE,NA,3.6566E+17,NA,web,emcox17,0,FALSE,NA,NA
251,"RT @SoFuckingMature: Will RT for sex

Or food. Bacon. Beer. Tequila. Foot rub. A rich husband? Shit, unattractive avi's have to work for ev…",FALSE,NA,8/9/2013 2:24,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheAlexNevil,37,FALSE,NA,NA
252,Just Gold RT @JuDaKiDd6: @Miss_HighSadity what kind of tequila?,FALSE,NA,8/9/2013 2:24,FALSE,NA,3.6566E+17,NA,"<a href=""http://www.handmark.com"" rel=""nofollow"">TweetCaster for iOS</a>",Miss_HighSadity,0,FALSE,NA,NA
253,#Caught RT @MsKeke_NoPalmer: @kmoreedwards That was a lie,FALSE,NA,8/9/2013 2:24,FALSE,NA,3.6566E+17,NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",tequila_lipz,0,FALSE,NA,NA
254,Hannah and Liv are probably hanging out and drinking tequila painting each others nails &amp;making fun of me.,FALSE,NA,8/9/2013 2:24,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tess_Millerr,0,FALSE,NA,NA
255,"@ShogunSwine I know, I know I don't know whatt is in their tequila...",FALSE,ShogunSwine,8/9/2013 2:24,FALSE,3.65655E+17,3.6566E+17,148483794,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sPETAKular_T,0,FALSE,NA,NA
256,Theres something wrong with my cup. It lacks tequila.,FALSE,NA,8/9/2013 2:23,FALSE,NA,3.6566E+17,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",peightonsaidwut,0,FALSE,NA,NA
257,This boy is v welcome the work people made me do tequila shots. V welcome.,FALSE,NA,8/9/2013 2:23,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",MistressDrea,0,FALSE,NA,NA
258,RT @J0hnnyBlaze: Tequila is Spanish for naked,FALSE,NA,8/9/2013 2:23,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mistynicoleloyd,63,FALSE,NA,NA
259,"“Hickeys are like tequila shots. In the moment I'm like all for it, but the next day I'm like wtf” @ayiggz Oct 2011<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> http://t.co/HKKK30DnnO",FALSE,NA,8/9/2013 2:23,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kelso_rudo,0,FALSE,NA,NA
260,RT @_CollegeHumor_: Oh hey there Tequila! Catch ya later dignity.,FALSE,NA,8/9/2013 2:23,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pete_ThePanther,94,FALSE,NA,NA
261,"RT @kait_alizabeth: ""the problem is estrogen"" ""no the problem is tequila""",FALSE,NA,8/9/2013 2:23,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KARLwantsahug,2,FALSE,NA,NA
262,"""Why did the Mexican throw his wife off a cliff?"" ""Tequila""",FALSE,NA,8/9/2013 2:23,FALSE,NA,3.6566E+17,NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",RiaSangria_,0,FALSE,NA,NA
263,i'm happy when life hands me lemons. can't do shots of tequila with artichokes. http://t.co/FPhBXnbOIr,FALSE,NA,8/9/2013 2:23,FALSE,NA,3.6566E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",BobbietheQB,0,FALSE,NA,NA
264,RT @J0hnnyBlaze: Tequila is Spanish for naked,FALSE,NA,8/9/2013 2:23,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",French_Fry_BABY,63,FALSE,NA,NA
265,Hey we might've lost trivia but we won shot wheel with free tequila shots #barf,FALSE,NA,8/9/2013 2:23,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lilbabyJOJO,0,FALSE,NA,NA
266,RT @_nicoladurkin: Proud of @LexaaaBird for losing her tequila virginity,FALSE,NA,8/9/2013 2:23,FALSE,NA,3.6566E+17,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",LexaaaBird,1,FALSE,NA,NA
267,"You make it easy, easy to get away; sit in the sun and sip tequila all day!",FALSE,NA,8/9/2013 2:23,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alexandraaburr,0,FALSE,NA,NA
268,@tammycockerham of tequila? YES. Of vodka or Jameson? HELL NO.,FALSE,tammycockerham,8/9/2013 2:23,FALSE,3.65659E+17,3.6566E+17,35155806,"<a href=""http://www.handmark.com"" rel=""nofollow"">TweetCaster for iOS</a>",mandabaker7,0,FALSE,NA,NA
269,RT @J0hnnyBlaze: Tequila is Spanish for naked,FALSE,NA,8/9/2013 2:23,FALSE,NA,3.6566E+17,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",peightonsaidwut,63,FALSE,NA,NA
270,CARDS AND DRINKS #friends #phase10 #rum #vodka #tequila http://t.co/D6abqiMPgH,FALSE,NA,8/9/2013 2:23,FALSE,NA,3.6566E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",hazeltarheel,1,FALSE,NA,NA
271,RT @J0hnnyBlaze: Tequila is Spanish for naked,FALSE,NA,8/9/2013 2:23,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jarisellalexise,63,FALSE,NA,NA
272,RT @J0hnnyBlaze: Tequila is Spanish for naked,FALSE,NA,8/9/2013 2:23,FALSE,NA,3.6566E+17,NA,web,Cory_Menotti,63,FALSE,NA,NA
273,RT @J0hnnyBlaze: Tequila is Spanish for naked,FALSE,NA,8/9/2013 2:23,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",soberrrphobic,63,FALSE,NA,NA
274,RT @AntiJokeTyrone: Why did the Mexican throw his wife off a cliff? Tequila.,FALSE,NA,8/9/2013 2:23,FALSE,NA,3.6566E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",babyddoll666,117,FALSE,NA,NA
275,You are so awesome RT @Tenacious_Deee: I put tequila in the home girls herbal life tea,FALSE,NA,8/9/2013 2:23,FALSE,NA,3.65659E+17,NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",Eskeino,0,FALSE,NA,NA
276,@daKidE12 you should be living breathing and eating tequila! Comes with the script bobby!!!,FALSE,daKidE12,8/9/2013 2:23,FALSE,3.65659E+17,3.65659E+17,253206935,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BellaxLuna,0,FALSE,NA,NA
277,Proud of @LexaaaBird for losing her tequila virginity,FALSE,NA,8/9/2013 2:23,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_nicoladurkin,1,FALSE,NA,NA
278,@GoChrissyGo Oh I like tequila too but it must be 100% agave.  But I'll pass on the vodka. It doesn't agree with my head.,FALSE,GoChrissyGo,8/9/2013 2:22,FALSE,3.65659E+17,3.65659E+17,43636826,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",_TAINTED_,0,FALSE,NA,NA
279,RT @J0hnnyBlaze: Tequila is Spanish for naked,FALSE,NA,8/9/2013 2:22,FALSE,NA,3.65659E+17,NA,web,cabrs,63,FALSE,NA,NA
280,RT @Kel_Spriggs: “@_DannyTosh_: Oh hey there Tequila! Catch ya later dignity.”sounds familiar... @hiicourtt @Allyyy__ @twitterlessshannon,FALSE,NA,8/9/2013 2:22,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Allyyy__,1,FALSE,NA,NA
281,“@Tenacious_Deee: I put tequila in the home girls herbal life tea” haha!,FALSE,Tenacious_Deee,8/9/2013 2:22,FALSE,3.65658E+17,3.65659E+17,28742391,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PrissyMUCH,0,FALSE,NA,NA
282,My dad over here telling my mom drinking isn't bad for you if its tequila lmaoo,FALSE,NA,8/9/2013 2:22,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Veezy__,0,FALSE,NA,NA
283,@ everyone getcher ass to @BreakerBarGrill thirsty Thursday and $2 tequila,FALSE,NA,8/9/2013 2:22,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PaulEdwards6,0,FALSE,NA,NA
284,I think right now is a good time to have some of that Mexican tequila Kenzie brought me from Mexico,FALSE,NA,8/9/2013 2:22,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",angela__wangela,1,FALSE,NA,NA
285,"I love you , I don't wanna lose this feeling <U+2764><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B1><U+00AB>",FALSE,NA,8/9/2013 2:22,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tequila_Babyy,0,FALSE,NA,NA
286,"Yes Whatsapp, i want you to fuck me over...yu mc.",FALSE,NA,8/9/2013 2:22,FALSE,NA,3.65659E+17,NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",tequila_lipz,0,FALSE,NA,NA
287,@ayden0217 @BellaxLuna ohh you know I can hack tequila <ed><U+00A0><U+00BD><ed><U+00B8><U+0089><ed><U+00A0><U+00BD><ed><U+00B8><U+008F>,FALSE,ayden0217,8/9/2013 2:22,FALSE,3.65659E+17,3.65659E+17,724414406,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",daKidE12,0,FALSE,NA,NA
288,"""the problem is estrogen"" ""no the problem is tequila""",FALSE,NA,8/9/2013 2:22,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kait_alizabeth,2,FALSE,NA,NA
289,RT @J0hnnyBlaze: Tequila is Spanish for naked,FALSE,NA,8/9/2013 2:22,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ShockTartBionic,63,FALSE,NA,NA
290,RT @J0hnnyBlaze: Tequila is Spanish for naked,FALSE,NA,8/9/2013 2:22,FALSE,NA,3.65659E+17,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",MonicaHay1,63,FALSE,NA,NA
291,Yesss!! RT @t00tsi3101: @tequila_lipz Let's gooo! Gotta roll with a guy too eh,FALSE,NA,8/9/2013 2:22,FALSE,NA,3.65659E+17,NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",tequila_lipz,0,FALSE,NA,NA
292,Video of Tequila - the kitten I saved from the island of Cozumel!  https://t.co/yhIeifVCWt,FALSE,NA,8/9/2013 2:22,FALSE,NA,3.65659E+17,NA,web,katieselman,0,FALSE,NA,NA
293,@Miss_HighSadity what kind of tequila?,FALSE,Miss_HighSadity,8/9/2013 2:22,FALSE,3.65657E+17,3.65659E+17,112604001,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",JuDaKiDd6,0,FALSE,NA,NA
294,This party bus tho already have tequila starting the night good.,FALSE,NA,8/9/2013 2:22,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",breezy_1993,0,FALSE,NA,NA
295,"RT @OhmyitsHaleyWho: I forgot how nasty tequila is, even the good stuff",FALSE,NA,8/9/2013 2:22,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Queen_Dannnyy,1,FALSE,NA,NA
296,"Ruffling feathers , one tequila shot at a time",FALSE,NA,8/9/2013 2:22,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HeidiMarissa_xo,0,FALSE,NA,NA
297,RT @maiflyy: i had to do a french project on a country so i picked vietnam and my famous person was tila tequila,FALSE,NA,8/9/2013 2:22,FALSE,NA,3.65659E+17,NA,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",tilaarmytweets,1,FALSE,NA,NA
298,Buy me tequila and you can have my heart <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>,FALSE,NA,8/9/2013 2:22,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cam_reed_,2,FALSE,NA,NA
299,RT @J0hnnyBlaze: Tequila is Spanish for naked,FALSE,NA,8/9/2013 2:22,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kimsbellavita,63,FALSE,NA,NA
300,@SirYesSir_ @tequila_lipz You of age missy!?,FALSE,SirYesSir_,8/9/2013 2:22,FALSE,3.65659E+17,3.65659E+17,562393870,web,t00tsi3101,0,FALSE,NA,NA
301,RT @AntiJokeTyrone: Why did the Mexican throw his wife off a cliff? Tequila.,FALSE,NA,8/9/2013 2:21,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",karkarli,117,FALSE,NA,NA
302,@daKidE12 “@BellaxLuna: You drink henny but can't hack tequila ?! There's a problem!”,FALSE,BellaxLuna,8/9/2013 2:21,FALSE,3.65659E+17,3.65659E+17,178120324,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ayden0217,0,FALSE,NA,NA
303,@tequila_lipz Let's gooo! Gotta roll with a guy too eh,FALSE,tequila_lipz,8/9/2013 2:21,FALSE,3.65659E+17,3.65659E+17,345101119,web,t00tsi3101,0,FALSE,NA,NA
304,"@saraheuliano A worm. Plot twist, this account is operated by a recovering tequila worm.",FALSE,saraheuliano,8/9/2013 2:21,FALSE,3.65659E+17,3.65659E+17,240510933,web,Greekubator,0,FALSE,NA,NA
305,Win these Amazing Products from Amika Products! #LoveAmika and Pro Hair Stylist Tequila Fletcher… http://t.co/ATDERsxEOi,FALSE,NA,8/9/2013 2:21,FALSE,NA,3.65659E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",GlamtressHair,0,FALSE,NA,NA
306,Ill give you a shit of tequila !! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> Lol,FALSE,NA,8/9/2013 2:21,FALSE,NA,3.65659E+17,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",XatiaApparatus,0,FALSE,NA,NA
307,RT @_CollegeHumor_: Oh hey there Tequila! Catch ya later dignity.,FALSE,NA,8/9/2013 2:21,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cJhodge95YF,94,FALSE,NA,NA
308,“@_DannyTosh_: Oh hey there Tequila! Catch ya later dignity.”sounds familiar... @hiicourtt @Allyyy__ @twitterlessshannon,FALSE,_DannyTosh_,8/9/2013 2:21,FALSE,3.65656E+17,3.65659E+17,915751778,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Kel_Spriggs,1,FALSE,NA,NA
309,4 bottles of tequila last night! Ohhh my gaaaaahd! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>,FALSE,NA,8/9/2013 2:21,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",IcaTamis,0,FALSE,NA,NA
310,RT @AntiJokeTyrone: Why did the Mexican throw his wife off a cliff? Tequila.,FALSE,NA,8/9/2013 2:21,FALSE,NA,3.65659E+17,NA,web,hanginghipsters,117,FALSE,NA,NA
311,"I'm at Senor Tequila (Little Rock, AR) http://t.co/LVIMU8nqUR",FALSE,NA,8/9/2013 2:21,FALSE,NA,3.65659E+17,NA,"<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>",moreSassThanASS,0,FALSE,NA,NA
312,RT @rikerR5: It's National Tequila Day..?,FALSE,NA,8/9/2013 2:21,FALSE,NA,3.65659E+17,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",kieraR5,402,FALSE,NA,NA
313,RT @kaiti_grace_: Made breakfast for dinner and then tequila smoothies with @Jess_Worley08 and @courtnepatricia #amazing,FALSE,NA,8/9/2013 2:21,FALSE,NA,3.65659E+17,NA,web,courtnepatricia,1,FALSE,NA,NA
314,RT @Country_Words: You and tequila make me crazy. -Kenny Chesney,FALSE,NA,8/9/2013 2:21,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CapnJennifer,761,FALSE,NA,NA
315,tequila makes her clothes fall off,FALSE,NA,8/9/2013 2:21,FALSE,NA,3.65659E+17,NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",amberskyes,0,FALSE,NA,NA
316,"No, no &amp; no. All I need and want right now are my girl friends, my music &amp; my tequila <ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BC><ed><U+00BD><U+00B8><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>",FALSE,NA,8/9/2013 2:21,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lessiecane,0,FALSE,NA,NA
317,RT @ricocalzone: @TheAsssman @MarcoMontinaro lol why was I tagged in this lol #BeerMe #hashtag #Aquaponics it's tequila Thursday #Winnipeg …,FALSE,NA,8/9/2013 2:21,FALSE,NA,3.65659E+17,NA,"<a href=""http://emergeaquaponics.com"" rel=""nofollow"">RetweetingApp</a>",EmergeAquaponic,2,FALSE,NA,NA
318,RT @Tenacious_Deee: I put tequila in the home girls herbal life tea,FALSE,NA,8/9/2013 2:21,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Als_n_wndrland,1,FALSE,NA,NA
319,Damn i Remember That Pole In Vybzin :3,FALSE,NA,8/9/2013 2:21,FALSE,NA,3.65659E+17,NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",tequila_lipz,0,FALSE,NA,NA
320,"""@tequila_lipz: Take Me o/ RT @t00tsi3101: I wanna go to a strip club!""Me too!",FALSE,NA,8/9/2013 2:21,FALSE,NA,3.65659E+17,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",SirYesSir_,0,FALSE,NA,NA
321,RT @mirandaxneeson: I take life with a grain of salt plus a slice of lime and a shot of tequila,FALSE,NA,8/9/2013 2:21,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",MelOdell_,2,FALSE,NA,NA
322,You drink henny but can't hack tequila ?! There's a problem!,FALSE,NA,8/9/2013 2:20,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BellaxLuna,1,FALSE,NA,NA
323,"RT @FMGMoscato: Hickeys are like tequila shots. In the moment I'm like all for it, but the next day I'm like wtffffff. #FMGM",FALSE,NA,8/9/2013 2:20,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BrittnieBennett,58,FALSE,NA,NA
324,"Patron, tequila, my cousins are drunk af on Margaritas. Btw they're 30 year old men.",FALSE,NA,8/9/2013 2:20,FALSE,NA,3.65659E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",imjust_thebaum,0,FALSE,NA,NA
325,@_TAINTED_ I see! I'll stick to my vodka &amp; tequila,FALSE,_TAINTED_,8/9/2013 2:20,FALSE,3.65659E+17,3.65659E+17,43232511,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GoChrissyGo,0,FALSE,NA,NA
